                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     40,                 2.0061,                0.86676,                 1.7634,                0.96434,                 0.9064,                0.96301,                0.76658,                 2.2807,                 1.2096,                 2.0786,              0.0080753,              0.0080753,              0.0080753
                     41,                 1.9883,                0.85586,                 1.7613,                0.96334,                0.90554,                0.96185,                0.76689,                 2.3078,                 1.1135,                 2.0832,               0.008026,               0.008026,               0.008026
                     42,                 1.9878,                0.85722,                 1.7583,                0.96696,                  0.906,                0.96145,                0.76636,                 2.2281,                 1.1176,                 2.0339,              0.0079767,              0.0079767,              0.0079767
                     43,                 1.9785,                0.84972,                 1.7594,                0.96589,                 0.9106,                0.96344,                0.76901,                 2.2702,                 1.1231,                 2.0692,              0.0079273,              0.0079273,              0.0079273
                     44,                 1.9794,                0.85634,                 1.7587,                0.96475,                0.90878,                0.96345,                0.77035,                 2.2831,                 1.1288,                 2.0763,              0.0078779,              0.0078779,              0.0078779
                     45,                 1.9704,                0.84724,                 1.7591,                0.96611,                0.91222,                0.96372,                0.77326,                 2.2442,                 1.1441,                 2.0613,              0.0078286,              0.0078286,              0.0078286
                     46,                 1.9549,                0.84031,                 1.7556,                0.96871,                0.90686,                0.96381,                0.77354,                 2.2351,                 1.0947,                 2.0534,              0.0077792,              0.0077792,              0.0077792
                     47,                  1.955,                0.84241,                 1.7555,                0.96479,                0.91182,                0.96472,                0.77516,                 2.2317,                 1.0828,                 2.0454,              0.0077299,              0.0077299,              0.0077299
                     48,                 1.9756,                0.84915,                 1.7528,                0.96754,                0.91091,                0.96536,                0.77509,                 2.2527,                 1.1375,                 2.0595,              0.0076806,              0.0076806,              0.0076806
                     49,                 1.9595,                0.84331,                 1.7528,                0.96607,                0.91229,                0.96422,                0.77688,                   2.25,                 1.1355,                 2.0779,              0.0076312,              0.0076312,              0.0076312
                     50,                  1.946,                0.83359,                 1.7496,                0.96809,                0.91067,                0.96527,                0.77731,                  2.254,                 1.1005,                 2.1031,              0.0075819,              0.0075819,              0.0075819
                     51,                 1.9385,                  0.835,                 1.7485,                0.96725,                0.91344,                0.96573,                0.77866,                 2.2444,                 1.1413,                 2.0969,              0.0075325,              0.0075325,              0.0075325
                     52,                  1.943,                0.83301,                 1.7459,                 0.9695,                0.91081,                0.96496,                0.77893,                 2.2727,                 1.0927,                 2.0822,              0.0074832,              0.0074832,              0.0074832
                     53,                 1.9228,                0.82395,                  1.745,                0.96927,                0.91179,                 0.9659,                0.77962,                 2.2563,                 1.0627,                 2.0771,              0.0074338,              0.0074338,              0.0074338
                     54,                 1.9188,                0.82051,                 1.7446,                0.96793,                0.91196,                 0.9662,                0.77826,                 2.2811,                 1.1071,                 2.0845,              0.0073845,              0.0073845,              0.0073845
                     55,                 1.9218,                0.82559,                 1.7412,                0.96841,                 0.9101,                0.96521,                0.77929,                 2.3029,                  1.231,                  2.102,              0.0073351,              0.0073351,              0.0073351
                     56,                 1.9112,                0.81662,                 1.7439,                0.97123,                0.91268,                0.96718,                0.78028,                 2.2385,                 1.1186,                 2.0591,              0.0072857,              0.0072857,              0.0072857
                     57,                 1.9108,                 0.8166,                 1.7436,                0.96462,                0.91632,                0.96685,                0.78156,                 2.2551,                 1.2245,                 2.0661,              0.0072364,              0.0072364,              0.0072364
                     58,                 1.9097,                0.82132,                 1.7418,                0.96773,                0.91334,                0.96659,                0.78011,                 2.2578,                 1.0851,                 2.0708,              0.0071871,              0.0071871,              0.0071871
                     59,                 1.9068,                0.81548,                 1.7404,                0.96889,                0.91125,                0.96726,                0.78349,                  2.292,                 1.0761,                 2.0977,              0.0071377,              0.0071377,              0.0071377
                     60,                 1.8967,                0.81192,                 1.7408,                0.96813,                0.91516,                0.96753,                0.78316,                 2.2567,                 1.0699,                 2.0869,              0.0070884,              0.0070884,              0.0070884
                     61,                 1.8841,                0.80564,                 1.7394,                0.96854,                0.91648,                0.96787,                0.78573,                 2.1961,                 1.0768,                 2.0618,               0.007039,               0.007039,               0.007039
                     62,                 1.8783,                0.80163,                 1.7399,                0.97083,                0.91562,                0.96838,                0.78628,                 2.2179,                 1.1443,                  2.075,              0.0069897,              0.0069897,              0.0069897
                     63,                  1.875,                0.80042,                 1.7353,                0.96915,                0.91815,                0.96871,                0.78716,                  2.237,                 1.1445,                 2.1032,              0.0069403,              0.0069403,              0.0069403
                     64,                 1.8899,                0.80377,                 1.7331,                0.96795,                0.91632,                0.96796,                0.78606,                 2.2366,                 1.1045,                 2.0905,              0.0068909,              0.0068909,              0.0068909
                     65,                 1.8659,                0.79688,                 1.7372,                0.96847,                0.91648,                0.96781,                  0.787,                 2.2079,                 1.0639,                 2.0869,              0.0068416,              0.0068416,              0.0068416
                     66,                 1.8715,                0.79885,                 1.7347,                0.97254,                0.91319,                0.96805,                0.78743,                 2.2139,                 1.0842,                  2.086,              0.0067923,              0.0067923,              0.0067923
                     67,                 1.8528,                  0.788,                 1.7329,                 0.9722,                0.91521,                0.96852,                0.78816,                 2.2294,                 1.0479,                  2.093,              0.0067429,              0.0067429,              0.0067429
                     68,                 1.8791,                0.80121,                 1.7325,                0.97249,                0.91536,                0.96894,                0.78954,                 2.2257,                 1.1122,                 2.1053,              0.0066936,              0.0066936,              0.0066936
                     69,                 1.8722,                0.79921,                 1.7315,                0.97143,                0.91648,                0.96835,                0.78772,                 2.2441,                 1.0948,                 2.1152,              0.0066442,              0.0066442,              0.0066442
                     70,                 1.8624,                0.79346,                 1.7321,                 0.9673,                0.91928,                0.96887,                0.78967,                 2.2406,                 1.1305,                 2.1049,              0.0065949,              0.0065949,              0.0065949
                     71,                 1.8529,                0.79091,                   1.73,                0.96898,                0.91951,                  0.969,                 0.7894,                 2.2477,                   1.13,                 2.1188,              0.0065455,              0.0065455,              0.0065455
                     72,                 1.8599,                0.78971,                 1.7328,                0.96972,                0.91845,                0.96903,                0.79106,                 2.2129,                  1.071,                  2.098,              0.0064962,              0.0064962,              0.0064962
                     73,                 1.8496,                0.78585,                 1.7299,                0.97048,                0.91921,                0.96956,                0.79189,                 2.2289,                 1.0606,                 2.1123,              0.0064468,              0.0064468,              0.0064468
                     74,                 1.8444,                0.78458,                 1.7261,                0.96733,                0.92025,                0.96912,                0.79281,                 2.2508,                 1.0916,                  2.128,              0.0063974,              0.0063974,              0.0063974
                     75,                 1.8606,                  0.788,                   1.73,                0.96952,                0.92073,                0.96911,                 0.7923,                 2.2231,                 1.1316,                 2.0927,              0.0063481,              0.0063481,              0.0063481
                     76,                 1.8322,                0.78037,                 1.7294,                0.97037,                0.92068,                 0.9701,                0.79264,                 2.2364,                 1.1031,                 2.1051,              0.0062987,              0.0062987,              0.0062987
                     77,                 1.8438,                 0.7828,                 1.7249,                0.97032,                0.92174,                0.96981,                0.79354,                  2.178,                 1.0872,                 2.0701,              0.0062494,              0.0062494,              0.0062494
                     78,                 1.8155,                0.77307,                 1.7268,                0.96869,                0.92247,                0.96957,                0.79339,                 2.2042,                 1.0823,                 2.0901,              0.0062001,              0.0062001,              0.0062001
                     79,                 1.8241,                0.77663,                 1.7219,                0.96924,                0.92103,                0.96927,                0.79343,                 2.2119,                 1.0688,                  2.084,              0.0061507,              0.0061507,              0.0061507
                     80,                  1.831,                0.77747,                 1.7212,                0.97061,                0.91941,                0.96968,                0.79405,                 2.2061,                 1.0797,                  2.087,              0.0061014,              0.0061014,              0.0061014
                     81,                 1.8348,                0.77793,                 1.7242,                0.97239,                0.91972,                 0.9703,                0.79592,                 2.2005,                 1.0801,                 2.1086,               0.006052,               0.006052,               0.006052
                     82,                 1.8044,                0.76675,                 1.7246,                0.97196,                0.91941,                0.97033,                0.79571,                 2.1918,                 1.0948,                 2.1067,              0.0060026,              0.0060026,              0.0060026
                     83,                 1.8022,                0.76574,                  1.721,                0.97051,                0.92292,                0.97063,                0.79674,                 2.1926,                 1.0873,                 2.1136,              0.0059533,              0.0059533,              0.0059533
                     84,                 1.8136,                0.76859,                 1.7228,                0.96991,                 0.9223,                0.97057,                 0.7957,                 2.2148,                 1.1323,                 2.1189,              0.0059039,              0.0059039,              0.0059039
                     85,                 1.7945,                0.76145,                 1.7218,                0.97003,                0.92265,                0.97085,                0.79578,                 2.2159,                 1.1148,                 2.1152,              0.0058546,              0.0058546,              0.0058546
                     86,                 1.8061,                0.76457,                 1.7209,                0.97224,                 0.9225,                0.97135,                0.79668,                 2.2122,                 1.0939,                 2.1204,              0.0058052,              0.0058052,              0.0058052
                     87,                 1.7843,                0.75488,                  1.719,                0.96869,                0.92458,                0.97126,                0.79746,                 2.2289,                 1.0626,                 2.1217,              0.0057559,              0.0057559,              0.0057559
                     88,                 1.8129,                0.76387,                 1.7177,                0.97204,                0.92437,                0.97175,                0.79785,                 2.2435,                 1.0804,                 2.1248,              0.0057065,              0.0057065,              0.0057065
                     89,                 1.7971,                0.76029,                 1.7187,                0.97176,                0.92332,                0.97161,                0.79734,                  2.223,                 1.0884,                 2.1198,              0.0056572,              0.0056572,              0.0056572
                     90,                  1.789,                0.75942,                 1.7187,                0.97279,                0.92293,                0.97131,                0.79743,                 2.2047,                 1.0818,                 2.1066,              0.0056079,              0.0056079,              0.0056079
                     91,                 1.7805,                0.75467,                 1.7205,                0.97311,                0.92127,                0.97086,                 0.7975,                 2.1796,                 1.1022,                 2.0732,              0.0055585,              0.0055585,              0.0055585
                     92,                 1.7679,                0.74797,                  1.715,                0.97248,                 0.9222,                0.97139,                0.79819,                 2.1911,                 1.0868,                 2.0874,              0.0055091,              0.0055091,              0.0055091
                     93,                 1.7764,                0.74997,                 1.7157,                0.97096,                 0.9241,                0.97123,                0.79867,                 2.2139,                 1.0656,                 2.1069,              0.0054598,              0.0054598,              0.0054598
                     94,                 1.7849,                 0.7556,                 1.7145,                0.97108,                0.92534,                0.97126,                0.79936,                 2.2001,                 1.0585,                 2.0969,              0.0054104,              0.0054104,              0.0054104
                     95,                 1.7958,                0.75814,                 1.7154,                0.96881,                0.92783,                0.97111,                0.79987,                 2.1968,                 1.0185,                 2.1026,              0.0053611,              0.0053611,              0.0053611
                     96,                 1.7866,                0.75323,                 1.7131,                 0.9693,                0.92695,                 0.9715,                0.79997,                 2.2048,                 1.0098,                 2.1055,              0.0053118,              0.0053118,              0.0053118
                     97,                 1.7986,                0.75951,                 1.7107,                0.97017,                0.92635,                 0.9717,                0.80008,                 2.2063,                 1.0032,                 2.1092,              0.0052624,              0.0052624,              0.0052624
                     98,                 1.7524,                0.73981,                 1.7123,                0.97319,                 0.9244,                0.97205,                0.80012,                 2.2033,                 1.0171,                 2.1094,              0.0052131,              0.0052131,              0.0052131
                     99,                 1.7596,                0.74123,                 1.7096,                0.97233,                0.92498,                0.97202,                 0.8005,                 2.1703,                 1.0568,                 2.0894,              0.0051637,              0.0051637,              0.0051637
                    100,                  1.761,                0.74589,                 1.7107,                0.97239,                0.92513,                 0.9719,                0.80055,                 2.1719,                 1.0662,                 2.0903,              0.0051144,              0.0051144,              0.0051144
                    101,                 1.7699,                0.74522,                 1.7091,                0.97356,                0.92467,                0.97221,                 0.8013,                 2.1784,                   1.07,                 2.0926,               0.005065,               0.005065,               0.005065
                    102,                  1.755,                0.73888,                 1.7124,                0.97356,                0.92436,                0.97178,                 0.8017,                 2.1754,                 1.0906,                 2.0864,              0.0050156,              0.0050156,              0.0050156
                    103,                 1.7597,                0.74018,                 1.7084,                0.97206,                 0.9245,                0.97187,                0.80239,                 2.1861,                 1.0941,                 2.0894,              0.0049663,              0.0049663,              0.0049663
                    104,                  1.763,                  0.741,                 1.7086,                  0.972,                0.92611,                0.97223,                  0.802,                 2.1815,                 1.0863,                 2.0886,              0.0049169,              0.0049169,              0.0049169
                    105,                 1.7384,                0.73463,                 1.7083,                0.97142,                0.92685,                0.97217,                0.80272,                 2.1868,                 1.0882,                 2.0917,              0.0048676,              0.0048676,              0.0048676
                    106,                 1.7434,                0.73515,                 1.7083,                0.97159,                0.92609,                0.97248,                0.80262,                 2.1774,                 1.0901,                 2.0911,              0.0048183,              0.0048183,              0.0048183
                    107,                 1.7561,                0.73905,                 1.7076,                0.97241,                0.92598,                0.97258,                0.80312,                 2.1848,                 1.0918,                 2.0968,              0.0047689,              0.0047689,              0.0047689
                    108,                 1.7228,                0.72658,                 1.7026,                0.97308,                0.92581,                0.97255,                0.80297,                 2.1857,                 1.0929,                  2.097,              0.0047195,              0.0047195,              0.0047195
                    109,                 1.7667,                 0.7458,                 1.7096,                0.97319,                0.92574,                0.97266,                0.80357,                 2.1937,                 1.0861,                 2.1046,              0.0046702,              0.0046702,              0.0046702
                    110,                 1.7299,                0.72779,                 1.7048,                0.97328,                0.92508,                0.97239,                0.80375,                 2.1938,                 1.0843,                 2.1058,              0.0046209,              0.0046209,              0.0046209
                    111,                 1.7313,                0.72653,                 1.7035,                0.97387,                0.92645,                0.97248,                0.80379,                 2.1949,                 1.0867,                 2.1037,              0.0045715,              0.0045715,              0.0045715
                    112,                 1.7124,                0.72036,                  1.704,                0.97361,                0.92621,                0.97253,                0.80382,                 2.1909,                 1.0825,                 2.0844,              0.0045221,              0.0045221,              0.0045221
                    113,                 1.7106,                0.71931,                  1.703,                0.97355,                0.92594,                0.97261,                0.80368,                 2.1909,                 1.0892,                 2.0828,              0.0044728,              0.0044728,              0.0044728
                    114,                 1.7066,                0.71931,                 1.7023,                0.97303,                0.92609,                0.97292,                 0.8039,                  2.186,                 1.0948,                 2.0818,              0.0044235,              0.0044235,              0.0044235
                    115,                 1.7407,                0.72913,                 1.7006,                0.97417,                0.92655,                0.97293,                0.80433,                  2.187,                 1.0995,                 2.0936,              0.0043741,              0.0043741,              0.0043741
                    116,                 1.7262,                0.72546,                  1.701,                0.97373,                  0.927,                0.97296,                0.80467,                 2.1965,                 1.1027,                 2.1033,              0.0043248,              0.0043248,              0.0043248
                    117,                 1.7302,                0.72534,                 1.7002,                0.97303,                 0.9276,                0.97293,                0.80516,                 2.1988,                 1.0993,                 2.1058,              0.0042754,              0.0042754,              0.0042754
                    118,                 1.7249,                0.72604,                 1.6992,                 0.9738,                0.92726,                0.97293,                0.80521,                 2.2023,                 1.0989,                 2.1088,              0.0042261,              0.0042261,              0.0042261
                    119,                 1.7098,                0.71688,                 1.7013,                0.97398,                0.92675,                0.97283,                0.80501,                 2.2037,                 1.0956,                 2.1081,              0.0041767,              0.0041767,              0.0041767
                    120,                 1.7175,                0.72168,                 1.6983,                0.97336,                0.92766,                0.97288,                0.80493,                 2.2053,                 1.0907,                 2.1093,              0.0041274,              0.0041274,              0.0041274
                    121,                 1.6875,                0.71067,                 1.6992,                0.97378,                0.92677,                0.97291,                0.80544,                 2.2085,                 1.0956,                 2.1105,               0.004078,               0.004078,               0.004078
                    122,                 1.7204,                0.72412,                 1.6973,                0.97309,                0.92621,                0.97287,                0.80528,                 2.2073,                 1.0987,                 2.1127,              0.0040286,              0.0040286,              0.0040286
                    123,                 1.6901,                0.71095,                 1.7003,                 0.9738,                 0.9264,                0.97298,                0.80554,                 2.2045,                 1.0839,                 2.1132,              0.0039793,              0.0039793,              0.0039793
                    124,                  1.713,                0.71593,                  1.697,                0.97364,                 0.9269,                0.97306,                 0.8062,                  2.198,                 1.0846,                 2.1107,                0.00393,                0.00393,                0.00393
                    125,                 1.7015,                 0.7148,                 1.6954,                0.97398,                0.92653,                0.97298,                0.80611,                 2.1945,                 1.0856,                 2.1089,              0.0038806,              0.0038806,              0.0038806
                    126,                 1.6958,                0.71101,                 1.6945,                0.97434,                0.92646,                0.97289,                0.80656,                 2.1944,                 1.0843,                 2.1077,              0.0038313,              0.0038313,              0.0038313
                    127,                 1.6858,                0.70771,                 1.6935,                0.97271,                0.92738,                 0.9729,                0.80651,                  2.194,                 1.0858,                 2.1103,              0.0037819,              0.0037819,              0.0037819
                    128,                 1.7004,                0.71097,                 1.6949,                0.97309,                0.92809,                0.97308,                0.80681,                 2.2053,                 1.0593,                 2.1263,              0.0037326,              0.0037326,              0.0037326
                    129,                 1.6974,                0.71176,                 1.6914,                0.97273,                0.92726,                0.97324,                0.80669,                 2.2031,                 1.0555,                 2.1258,              0.0036832,              0.0036832,              0.0036832
                    130,                 1.6851,                0.70601,                 1.6922,                 0.9738,                0.92675,                0.97322,                0.80686,                 2.2001,                 1.0579,                 2.1255,              0.0036339,              0.0036339,              0.0036339
                    131,                 1.6872,                0.70852,                 1.6924,                0.97502,                 0.9267,                 0.9733,                0.80715,                  2.199,                 1.0604,                 2.1257,              0.0035845,              0.0035845,              0.0035845
                    132,                 1.6874,                0.70689,                 1.6931,                0.97528,                0.92649,                0.97318,                0.80711,                  2.196,                 1.0672,                 2.1246,              0.0035351,              0.0035351,              0.0035351
                    133,                 1.6726,                0.70078,                 1.6912,                0.97498,                0.92693,                0.97328,                 0.8073,                 2.1947,                 1.0717,                  2.125,              0.0034858,              0.0034858,              0.0034858
                    134,                 1.6563,                0.69149,                 1.6901,                0.97614,                 0.9269,                0.97336,                 0.8078,                 2.1941,                 1.0724,                 2.1265,              0.0034364,              0.0034364,              0.0034364
                    135,                 1.6777,                0.70009,                 1.6917,                0.97514,                0.92712,                0.97322,                 0.8079,                 2.1953,                 1.0722,                 2.1278,              0.0033871,              0.0033871,              0.0033871
                    136,                 1.6672,                 0.6997,                 1.6937,                0.97458,                 0.9276,                0.97343,                0.80782,                 2.1967,                 1.0746,                 2.1308,              0.0033378,              0.0033378,              0.0033378
                    137,                 1.6738,                0.69784,                 1.6894,                0.97466,                0.92761,                0.97365,                0.80784,                 2.1979,                 1.0765,                  2.131,              0.0032884,              0.0032884,              0.0032884
                    138,                  1.657,                0.69291,                 1.6889,                0.97555,                0.92706,                0.97353,                0.80793,                 2.1975,                 1.0836,                 2.1298,               0.003239,               0.003239,               0.003239
                    139,                 1.6507,                 0.6897,                   1.69,                0.97468,                0.92753,                 0.9735,                0.80797,                 2.1986,                 1.0856,                 2.1328,              0.0031897,              0.0031897,              0.0031897
                    140,                 1.6604,                0.69279,                 1.6871,                0.97553,                0.92826,                 0.9737,                0.80832,                 2.1967,                 1.0864,                 2.1307,              0.0031404,              0.0031404,              0.0031404
                    141,                 1.6607,                0.69261,                 1.6912,                0.97612,                0.92721,                0.97373,                0.80845,                  2.213,                 1.0615,                 2.1396,               0.003091,               0.003091,               0.003091
                    142,                 1.6596,                0.69042,                 1.6894,                0.97623,                0.92777,                0.97392,                 0.8087,                 2.2136,                 1.0601,                 2.1398,              0.0030417,              0.0030417,              0.0030417
                    143,                 1.6665,                0.69332,                 1.6874,                0.97614,                0.92777,                0.97397,                0.80886,                  2.205,                 1.0754,                 2.1289,              0.0029923,              0.0029923,              0.0029923
                    144,                 1.6474,                0.68587,                 1.6862,                0.97493,                0.92928,                0.97397,                0.80879,                 2.2021,                  1.078,                  2.127,               0.002943,               0.002943,               0.002943
                    145,                 1.6397,                0.68431,                 1.6833,                0.97561,                0.92922,                0.97413,                0.80891,                 2.1984,                  1.079,                  2.126,              0.0028936,              0.0028936,              0.0028936
                    146,                 1.6451,                0.68592,                  1.684,                0.97453,                0.92978,                0.97413,                0.80927,                 2.1959,                  1.076,                 2.1272,              0.0028443,              0.0028443,              0.0028443
                    147,                 1.6396,                0.68363,                 1.6845,                0.97519,                 0.9291,                0.97418,                0.80923,                  2.194,                   1.08,                 2.1277,              0.0027949,              0.0027949,              0.0027949
                    148,                 1.6336,                0.68085,                 1.6863,                0.97458,                0.92964,                0.97434,                0.80941,                 2.1935,                 1.0802,                 2.1277,              0.0027456,              0.0027456,              0.0027456
                    149,                   1.64,                0.68359,                 1.6837,                0.97535,                0.92932,                0.97447,                0.80919,                 2.1928,                   1.09,                 2.1277,              0.0026962,              0.0026962,              0.0026962
                    150,                  1.632,                0.67979,                 1.6818,                0.97546,                0.92944,                0.97435,                0.80889,                 2.1923,                 1.0801,                 2.1269,              0.0026469,              0.0026469,              0.0026469
                    151,                 1.6334,                0.67841,                 1.6822,                 0.9749,                0.92991,                0.97427,                0.80903,                 2.1911,                 1.0779,                  2.126,              0.0025975,              0.0025975,              0.0025975
                    152,                 1.6196,                0.67423,                 1.6842,                0.97435,                0.92984,                0.97432,                0.80912,                  2.189,                  1.076,                 2.1252,              0.0025482,              0.0025482,              0.0025482
