                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    123,                 1.3136,                0.54342,                 1.6365,                0.96694,                 0.9185,                0.96677,                0.78236,                  2.211,                 1.0635,                 2.0855,               0.001948,               0.001948,               0.001948
                    124,                 1.3121,                0.54604,                 1.6331,                0.96664,                 0.9187,                0.96667,                0.78215,                 2.2152,                 1.0666,                 2.0766,               0.001882,               0.001882,               0.001882
                    125,                 1.3046,                0.54169,                  1.633,                0.96844,                0.91651,                0.96712,                0.78201,                 2.2053,                 1.0719,                 2.0728,               0.001816,               0.001816,               0.001816
                    126,                 1.3225,                 0.5464,                 1.6351,                0.96613,                0.91984,                0.96742,                0.78244,                 2.1864,                 1.0874,                  2.075,                0.00175,                0.00175,                0.00175
                    127,                 1.2956,                0.54059,                  1.632,                0.96613,                 0.9197,                0.96713,                0.78231,                  2.185,                 1.0908,                 2.0784,               0.001684,               0.001684,               0.001684
                    128,                 1.2856,                 0.5388,                 1.6339,                0.96809,                0.91683,                0.96709,                0.78199,                 2.1889,                 1.0917,                 2.0782,               0.001618,               0.001618,               0.001618
                    129,                 1.3003,                0.56015,                 1.6352,                 0.9681,                0.91697,                0.96676,                0.78242,                 2.1906,                 1.0956,                 2.0834,               0.001552,               0.001552,               0.001552
                    130,                 1.2946,                0.53714,                 1.6316,                 0.9679,                0.91731,                0.96717,                0.78273,                 2.1943,                 1.0957,                 2.0896,               0.001486,               0.001486,               0.001486
                    131,                 1.8232,                0.72078,                 1.7318,                0.96672,                0.91908,                0.96722,                0.78361,                 2.1966,                 1.0763,                 2.0718,                0.00142,                0.00142,                0.00142
                    132,                  1.776,                0.69879,                 1.7237,                0.96867,                0.91815,                0.96778,                0.78455,                  2.197,                 1.0682,                 2.0702,               0.001354,               0.001354,               0.001354
                    133,                 1.7884,                0.70114,                  1.724,                0.96954,                 0.9183,                0.96819,                 0.7856,                 2.1953,                 1.0664,                 2.0724,               0.001288,               0.001288,               0.001288
                    134,                 1.7609,                0.69221,                 1.7185,                0.97037,                0.91724,                0.96799,                0.78578,                 2.1915,                 1.0613,                  2.069,               0.001222,               0.001222,               0.001222
                    135,                 1.7718,                0.69236,                 1.7177,                0.97004,                0.91775,                0.96814,                0.78659,                 2.1958,                  1.066,                  2.068,               0.001156,               0.001156,               0.001156
                    136,                 1.7557,                0.68886,                 1.7152,                0.96934,                0.91946,                 0.9685,                0.78728,                 2.2009,                 1.0563,                 2.0703,                0.00109,                0.00109,                0.00109
                    137,                 1.7468,                0.68628,                 1.7138,                0.96956,                0.91887,                0.96842,                0.78782,                 2.1997,                 1.0745,                 2.0685,               0.001024,               0.001024,               0.001024
                    138,                 1.7444,                0.68382,                 1.7128,                0.96867,                0.91921,                0.96848,                0.78812,                 2.1966,                 1.0811,                 2.0687,               0.000958,               0.000958,               0.000958
                    139,                 1.7462,                0.68423,                 1.7095,                 0.9689,                0.91951,                0.96861,                0.78848,                 2.1984,                 1.0759,                  2.076,               0.000892,               0.000892,               0.000892
                    140,                 1.7467,                0.68356,                 1.7071,                0.96924,                 0.9203,                0.96891,                0.78885,                 2.2008,                 1.1004,                 2.0769,               0.000826,               0.000826,               0.000826
                    141,                 1.7352,                0.68202,                 1.7093,                0.96939,                0.92008,                0.96887,                0.78922,                  2.211,                 1.0911,                  2.088,                0.00076,                0.00076,                0.00076
                    142,                  1.736,                0.68076,                 1.7073,                0.96779,                0.92058,                0.96914,                0.78935,                 2.2096,                 1.0915,                 2.0913,               0.000694,               0.000694,               0.000694
                    143,                 1.7385,                0.67884,                 1.7048,                0.96761,                0.92106,                0.96899,                0.78921,                 2.2188,                 1.0691,                 2.0985,               0.000628,               0.000628,               0.000628
                    144,                 1.7232,                0.67115,                 1.7048,                0.96914,                0.92035,                0.96896,                0.78962,                 2.2201,                 1.0737,                 2.1067,               0.000562,               0.000562,               0.000562
                    145,                 1.7135,                0.66876,                 1.7063,                0.96874,                0.92081,                0.96944,                0.78942,                 2.2269,                 1.0647,                 2.1067,               0.000496,               0.000496,               0.000496
                    146,                 1.7131,                0.66808,                 1.7009,                0.96962,                0.92096,                0.96955,                0.78981,                 2.2237,                 1.0793,                 2.1051,                0.00043,                0.00043,                0.00043
                    147,                 1.7103,                 0.6651,                 1.7046,                0.97027,                0.92048,                0.96965,                0.78988,                 2.2217,                 1.0813,                 2.0964,               0.000364,               0.000364,               0.000364
                    148,                 1.7101,                0.66465,                 1.7008,                0.97035,                0.92108,                0.96969,                0.79003,                 2.2181,                 1.0752,                 2.0986,               0.000298,               0.000298,               0.000298
                    149,                 1.7073,                0.66383,                 1.7028,                0.96886,                0.92199,                0.96977,                0.79017,                 2.2116,                 1.0791,                  2.101,               0.000232,               0.000232,               0.000232
                    150,                  1.716,                0.66667,                 1.7011,                0.96866,                 0.9214,                0.96972,                0.79041,                  2.212,                 1.0812,                 2.1025,               0.000166,               0.000166,               0.000166
